,date,pok,type,sex,age,value,year,age_sq,inc
2785,2018-01-12, Остатки на конец месяца,Кредитные карты,0,65.0,53387756287.8938,2018,4225.0,0
2786,2019-01-01, Остатки на конец месяца,Кредитные карты,0,65.0,54537090911.9696,2019,4225.0,0
2787,2019-01-02, Остатки на конец месяца,Кредитные карты,0,65.0,54896599098.8933,2019,4225.0,0
2788,2019-01-03, Остатки на конец месяца,Кредитные карты,0,65.0,56135579715.4533,2019,4225.0,0
2789,2019-01-04, Остатки на конец месяца,Кредитные карты,0,65.0,57441204978.812004,2019,4225.0,0
2790,2019-01-05, Остатки на конец месяца,Кредитные карты,0,65.0,59279869324.9692,2019,4225.0,0
2791,2019-01-06, Остатки на конец месяца,Кредитные карты,0,65.0,60508330470.7409,2019,4225.0,0
2792,2019-01-07, Остатки на конец месяца,Кредитные карты,0,65.0,61903179654.17201,2019,4225.0,0
2793,2019-01-08, Остатки на конец месяца,Кредитные карты,0,65.0,63264699317.8057,2019,4225.0,0
2794,2019-01-09, Остатки на конец месяца,Кредитные карты,0,65.0,64470092071.6593,2019,4225.0,0
2795,2018-01-09, Остатки на конец месяца,Кредитные карты,0,77.0,1897542657.821089,2018,5929.0,0
2796,2018-01-10, Остатки на конец месяца,Кредитные карты,0,77.0,2039716872.3903801,2018,5929.0,0
2797,2018-01-11, Остатки на конец месяца,Кредитные карты,0,77.0,2202251451.4139,2018,5929.0,0
2798,2018-01-12, Остатки на конец месяца,Кредитные карты,0,77.0,2317011011.5634303,2018,5929.0,0
2799,2019-01-01, Остатки на конец месяца,Кредитные карты,0,77.0,2520306731.88515,2019,5929.0,0
2800,2019-01-02, Остатки на конец месяца,Кредитные карты,0,77.0,2632376007.93247,2019,5929.0,0
2801,2019-01-03, Остатки на конец месяца,Кредитные карты,0,77.0,2794187759.58183,2019,5929.0,0
2802,2019-01-04, Остатки на конец месяца,Кредитные карты,0,77.0,2960413018.6699,2019,5929.0,0
2803,2019-01-05, Остатки на конец месяца,Кредитные карты,0,77.0,3171770244.54716,2019,5929.0,0
2804,2019-01-06, Остатки на конец месяца,Кредитные карты,0,77.0,3341405789.54168,2019,5929.0,0
2805,2019-01-07, Остатки на конец месяца,Кредитные карты,0,77.0,3521419117.15286,2019,5929.0,0
2806,2019-01-08, Остатки на конец месяца,Кредитные карты,0,77.0,3723811775.7034397,2019,5929.0,0
2807,2019-01-09, Остатки на конец месяца,Кредитные карты,0,77.0,3940951354.7500896,2019,5929.0,0
2808,2018-01-09, Остатки на конец месяца,Кредитные карты,1,7.0,1739779.3502145,2018,49.0,0
2809,2018-01-10, Остатки на конец месяца,Кредитные карты,1,7.0,1674543.36728415,2018,49.0,0
2810,2018-01-11, Остатки на конец месяца,Кредитные карты,1,7.0,1777311.24232471,2018,49.0,0
2811,2018-01-12, Остатки на конец месяца,Кредитные карты,1,7.0,1930835.9126496997,2018,49.0,0
2812,2019-01-01, Остатки на конец месяца,Кредитные карты,1,7.0,1835443.67760826,2019,49.0,0
2813,2019-01-02, Остатки на конец месяца,Кредитные карты,1,7.0,1675033.19758823,2019,49.0,0
2814,2019-01-03, Остатки на конец месяца,Кредитные карты,1,7.0,1655952.75488392,2019,49.0,0
2815,2019-01-04, Остатки на конец месяца,Кредитные карты,1,7.0,1263501.48513058,2019,49.0,0
2816,2019-01-05, Остатки на конец месяца,Кредитные карты,1,7.0,1520150.02231556,2019,49.0,0
2817,2019-01-06, Остатки на конец месяца,Кредитные карты,1,7.0,9731081.96865682,2019,49.0,0
2818,2019-01-07, Остатки на конец месяца,Кредитные карты,1,7.0,5125613.21555555,2019,49.0,0
2819,2019-01-08, Остатки на конец месяца,Кредитные карты,1,7.0,4795083.92926121,2019,49.0,0
2820,2019-01-09, Остатки на конец месяца,Кредитные карты,1,7.0,4743809.82513465,2019,49.0,0
2821,2018-01-09, Остатки на конец месяца,Кредитные карты,1,18.0,259132401.085768,2018,324.0,0
2822,2018-01-10, Остатки на конец месяца,Кредитные карты,1,18.0,294656981.260502,2018,324.0,0
2823,2018-01-11, Остатки на конец месяца,Кредитные карты,1,18.0,325440446.828134,2018,324.0,0
2824,2018-01-12, Остатки на конец месяца,Кредитные карты,1,18.0,359661296.617733,2018,324.0,0
2825,2019-01-01, Остатки на конец месяца,Кредитные карты,1,18.0,404051506.451625,2019,324.0,0
2826,2019-01-02, Остатки на конец месяца,Кредитные карты,1,18.0,440786818.205321,2019,324.0,0
2827,2019-01-03, Остатки на конец месяца,Кредитные карты,1,18.0,482573503.180792,2019,324.0,0
2828,2019-01-04, Остатки на конец месяца,Кредитные карты,1,18.0,533302281.523587,2019,324.0,0
2829,2019-01-05, Остатки на конец месяца,Кредитные карты,1,18.0,583435505.061779,2019,324.0,0
2830,2019-01-06, Остатки на конец месяца,Кредитные карты,1,18.0,640801293.260247,2019,324.0,0
2831,2019-01-07, Остатки на конец месяца,Кредитные карты,1,18.0,681098129.542825,2019,324.0,0
2832,2019-01-08, Остатки на конец месяца,Кредитные карты,1,18.0,706383939.672601,2019,324.0,0
2833,2019-01-09, Остатки на конец месяца,Кредитные карты,1,18.0,713815259.29525,2019,324.0,0
2834,2018-01-09, Остатки на конец месяца,Кредитные карты,1,26.0,45230471535.5612,2018,676.0,1
2835,2018-01-10, Остатки на конец месяца,Кредитные карты,1,26.0,46306762593.4893,2018,676.0,1
2836,2018-01-11, Остатки на конец месяца,Кредитные карты,1,26.0,47593014731.644005,2018,676.0,1
2837,2018-01-12, Остатки на конец месяца,Кредитные карты,1,26.0,47803811396.0101,2018,676.0,1
2838,2019-01-01, Остатки на конец месяца,Кредитные карты,1,26.0,49821015756.1606,2019,676.0,1
2839,2019-01-02, Остатки на конец месяца,Кредитные карты,1,26.0,50811288002.513,2019,676.0,1
2840,2019-01-03, Остатки на конец месяца,Кредитные карты,1,26.0,52636283777.5955,2019,676.0,1
2841,2019-01-04, Остатки на конец месяца,Кредитные карты,1,26.0,54144280882.1812,2019,676.0,1
2842,2019-01-05, Остатки на конец месяца,Кредитные карты,1,26.0,55653856931.7169,2019,676.0,1
2843,2019-01-06, Остатки на конец месяца,Кредитные карты,1,26.0,56896478337.5909,2019,676.0,1
2844,2019-01-07, Остатки на конец месяца,Кредитные карты,1,26.0,58123844443.2675,2019,676.0,1
2845,2019-01-08, Остатки на конец месяца,Кредитные карты,1,26.0,58428018948.7018,2019,676.0,1
2846,2019-01-09, Остатки на конец месяца,Кредитные карты,1,26.0,58854166514.1142,2019,676.0,1
2847,2018-01-09, Остатки на конец месяца,Кредитные карты,1,35.0,189271075359.496,2018,1225.0,1
2848,2018-01-10, Остатки на конец месяца,Кредитные карты,1,35.0,192514353632.75198,2018,1225.0,1
2849,2018-01-11, Остатки на конец месяца,Кредитные карты,1,35.0,196306109365.297,2018,1225.0,1
2850,2018-01-12, Остатки на конец месяца,Кредитные карты,1,35.0,194598193370.69397,2018,1225.0,1
2851,2019-01-01, Остатки на конец месяца,Кредитные карты,1,35.0,201331736918.642,2019,1225.0,1
2852,2019-01-02, Остатки на конец месяца,Кредитные карты,1,35.0,203890802719.735,2019,1225.0,1
2853,2019-01-03, Остатки на конец месяца,Кредитные карты,1,35.0,210747092707.30606,2019,1225.0,1
2854,2019-01-04, Остатки на конец месяца,Кредитные карты,1,35.0,214921179094.38892,2019,1225.0,1
2855,2019-01-05, Остатки на конец месяца,Кредитные карты,1,35.0,220372975673.13602,2019,1225.0,1
2856,2019-01-06, Остатки на конец месяца,Кредитные карты,1,35.0,224171476094.76892,2019,1225.0,1
2857,2019-01-07, Остатки на конец месяца,Кредитные карты,1,35.0,227577560383.2389,2019,1225.0,1
2858,2019-01-08, Остатки на конец месяца,Кредитные карты,1,35.0,229564344004.496,2019,1225.0,1
2859,2019-01-09, Остатки на конец месяца,Кредитные карты,1,35.0,232043851887.02,2019,1225.0,1
2860,2018-01-09, Остатки на конец месяца,Кредитные карты,1,47.0,191001759566.193,2018,2209.0,1
2861,2018-01-10, Остатки на конец месяца,Кредитные карты,1,47.0,193353211196.772,2018,2209.0,1
2862,2018-01-11, Остатки на конец месяца,Кредитные карты,1,47.0,196916194209.33,2018,2209.0,1
2863,2018-01-12, Остатки на конец месяца,Кредитные карты,1,47.0,194799402356.81,2018,2209.0,1
2864,2019-01-01, Остатки на конец месяца,Кредитные карты,1,47.0,200575079800.05606,2019,2209.0,1
2865,2019-01-02, Остатки на конец месяца,Кредитные карты,1,47.0,202367416788.512,2019,2209.0,1
2866,2019-01-03, Остатки на конец месяца,Кредитные карты,1,47.0,209159512257.29398,2019,2209.0,1
2867,2019-01-04, Остатки на конец месяца,Кредитные карты,1,47.0,212665510750.61105,2019,2209.0,1
2868,2019-01-05, Остатки на конец месяца,Кредитные карты,1,47.0,218458803995.395,2019,2209.0,1
2869,2019-01-06, Остатки на конец месяца,Кредитные карты,1,47.0,222867396910.30106,2019,2209.0,1
2870,2019-01-07, Остатки на конец месяца,Кредитные карты,1,47.0,226934083443.287,2019,2209.0,1
2871,2019-01-08, Остатки на конец месяца,Кредитные карты,1,47.0,230104668957.153,2019,2209.0,1
2872,2019-01-09, Остатки на конец месяца,Кредитные карты,1,47.0,233060879681.13,2019,2209.0,1
2873,2018-01-09, Остатки на конец месяца,Кредитные карты,1,57.0,35926613453.5432,2018,3249.0,0
2874,2018-01-10, Остатки на конец месяца,Кредитные карты,1,57.0,36238571195.2093,2018,3249.0,0
2875,2018-01-11, Остатки на конец месяца,Кредитные карты,1,57.0,36718153534.0146,2018,3249.0,0
2876,2018-01-12, Остатки на конец месяца,Кредитные карты,1,57.0,36185127943.5393,2018,3249.0,0
2877,2019-01-01, Остатки на конец месяца,Кредитные карты,1,57.0,36932383912.5459,2019,3249.0,0
2878,2019-01-02, Остатки на конец месяца,Кредитные карты,1,57.0,37164432898.173996,2019,3249.0,0
2879,2019-01-03, Остатки на конец месяца,Кредитные карты,1,57.0,38142238054.2181,2019,3249.0,0
2880,2019-01-04, Остатки на конец месяца,Кредитные карты,1,57.0,38866266032.3977,2019,3249.0,0
2881,2019-01-05, Остатки на конец месяца,Кредитные карты,1,57.0,39958191656.5958,2019,3249.0,0
2882,2019-01-06, Остатки на конец месяца,Кредитные карты,1,57.0,40713175443.6427,2019,3249.0,0
2883,2019-01-07, Остатки на конец месяца,Кредитные карты,1,57.0,41429356461.888,2019,3249.0,0
2884,2019-01-08, Остатки на конец месяца,Кредитные карты,1,57.0,41726271947.7867,2019,3249.0,0
2885,2019-01-09, Остатки на конец месяца,Кредитные карты,1,57.0,42179319518.6157,2019,3249.0,0
2886,2018-01-09, Остатки на конец месяца,Кредитные карты,1,65.0,27674234620.0026,2018,4225.0,0
2887,2018-01-10, Остатки на конец месяца,Кредитные карты,1,65.0,28132206241.4629,2018,4225.0,0
2888,2018-01-11, Остатки на конец месяца,Кредитные карты,1,65.0,28721951425.4481,2018,4225.0,0
2889,2018-01-12, Остатки на конец месяца,Кредитные карты,1,65.0,28585014823.5043,2018,4225.0,0
2890,2019-01-01, Остатки на конец месяца,Кредитные карты,1,65.0,29405640361.6606,2019,4225.0,0
2891,2019-01-02, Остатки на конец месяца,Кредитные карты,1,65.0,29575566593.0291,2019,4225.0,0
2892,2019-01-03, Остатки на конец месяца,Кредитные карты,1,65.0,30526903556.6771,2019,4225.0,0
2893,2019-01-04, Остатки на конец месяца,Кредитные карты,1,65.0,31320711680.5415,2019,4225.0,0
2894,2019-01-05, Остатки на конец месяца,Кредитные карты,1,65.0,32470799574.8402,2019,4225.0,0
2895,2019-01-06, Остатки на конец месяца,Кредитные карты,1,65.0,33344817282.4414,2019,4225.0,0
2896,2019-01-07, Остатки на конец месяца,Кредитные карты,1,65.0,34194562774.9923,2019,4225.0,0
2897,2019-01-08, Остатки на конец месяца,Кредитные карты,1,65.0,34704908584.6195,2019,4225.0,0
2898,2019-01-09, Остатки на конец месяца,Кредитные карты,1,65.0,35318283536.3916,2019,4225.0,0
2899,2018-01-09, Остатки на конец месяца,Кредитные карты,1,77.0,933540411.236424,2018,5929.0,0
2900,2018-01-10, Остатки на конец месяца,Кредитные карты,1,77.0,992233365.028084,2018,5929.0,0
2901,2018-01-11, Остатки на конец месяца,Кредитные карты,1,77.0,1052621327.6494,2018,5929.0,0
2902,2018-01-12, Остатки на конец месяца,Кредитные карты,1,77.0,1084139216.22136,2018,5929.0,0
2903,2019-01-01, Остатки на конец месяца,Кредитные карты,1,77.0,1179218801.25475,2019,5929.0,0
2904,2019-01-02, Остатки на конец месяца,Кредитные карты,1,77.0,1211607065.80351,2019,5929.0,0
2905,2019-01-03, Остатки на конец месяца,Кредитные карты,1,77.0,1294620282.20941,2019,5929.0,0
2906,2019-01-04, Остатки на конец месяца,Кредитные карты,1,77.0,1364058536.39726,2019,5929.0,0
2907,2019-01-05, Остатки на конец месяца,Кредитные карты,1,77.0,1451388124.87374,2019,5929.0,0
2908,2019-01-06, Остатки на конец месяца,Кредитные карты,1,77.0,1541342003.92796,2019,5929.0,0
2909,2019-01-07, Остатки на конец месяца,Кредитные карты,1,77.0,1609850297.73358,2019,5929.0,0
2910,2019-01-08, Остатки на конец месяца,Кредитные карты,1,77.0,1696869192.69861,2019,5929.0,0
2911,2019-01-09, Остатки на конец месяца,Кредитные карты,1,77.0,1804447148.00683,2019,5929.0,0
2912,2018-01-09, Количество транзакций cash,Кредитные карты,0,7.0,12.8923270638047,2018,49.0,0
2913,2018-01-10, Количество транзакций cash,Кредитные карты,0,7.0,,2018,49.0,0
2914,2018-01-11, Количество транзакций cash,Кредитные карты,0,7.0,3.2142503472904997,2018,49.0,0
2915,2018-01-12, Количество транзакций cash,Кредитные карты,0,7.0,3.23021449002185,2018,49.0,0
2916,2019-01-01, Количество транзакций cash,Кредитные карты,0,7.0,1.61250259048334,2019,49.0,0
2917,2019-01-02, Количество транзакций cash,Кредитные карты,0,7.0,4.8471986256434105,2019,49.0,0
2918,2019-01-03, Количество транзакций cash,Кредитные карты,0,7.0,1.6214826571023402,2019,49.0,0
2919,2019-01-04, Количество транзакций cash,Кредитные карты,0,7.0,3.24077158162768,2019,49.0,0
2920,2019-01-05, Количество транзакций cash,Кредитные карты,0,7.0,1.61475587014393,2019,49.0,0
2921,2019-01-06, Количество транзакций cash,Кредитные карты,0,7.0,32.406636615850104,2019,49.0,0
2922,2019-01-07, Количество транзакций cash,Кредитные карты,0,7.0,9.7217713088015,2019,49.0,0
2923,2019-01-08, Количество транзакций cash,Кредитные карты,0,7.0,4.8308055882258305,2019,49.0,0
2924,2019-01-09, Количество транзакций cash,Кредитные карты,0,7.0,1.60754355814556,2019,49.0,0
2925,2018-01-09, Количество транзакций cash,Кредитные карты,0,18.0,3825.79805618404,2018,324.0,0
2926,2018-01-10, Количество транзакций cash,Кредитные карты,0,18.0,4496.22132803744,2018,324.0,0
2927,2018-01-11, Количество транзакций cash,Кредитные карты,0,18.0,4331.20234297395,2018,324.0,0
2928,2018-01-12, Количество транзакций cash,Кредитные карты,0,18.0,4669.27504532659,2018,324.0,0
2929,2019-01-01, Количество транзакций cash,Кредитные карты,0,18.0,4435.99462641966,2019,324.0,0
2930,2019-01-02, Количество транзакций cash,Кредитные карты,0,18.0,4882.74474889812,2019,324.0,0
2931,2019-01-03, Количество транзакций cash,Кредитные карты,0,18.0,5287.65494481072,2019,324.0,0
2932,2019-01-04, Количество транзакций cash,Кредитные карты,0,18.0,6248.20760937817,2019,324.0,0
2933,2019-01-05, Количество транзакций cash,Кредитные карты,0,18.0,6966.056823800911,2019,324.0,0
2934,2019-01-06, Количество транзакций cash,Кредитные карты,0,18.0,7518.339694877221,2019,324.0,0
2935,2019-01-07, Количество транзакций cash,Кредитные карты,0,18.0,7845.469446202809,2019,324.0,0
2936,2019-01-08, Количество транзакций cash,Кредитные карты,0,18.0,7671.3192741026205,2019,324.0,0
2937,2019-01-09, Количество транзакций cash,Кредитные карты,0,18.0,5689.09665227714,2019,324.0,0
2938,2018-01-09, Количество транзакций cash,Кредитные карты,0,26.0,140357.15320275901,2018,676.0,1
2939,2018-01-10, Количество транзакций cash,Кредитные карты,0,26.0,155638.307063347,2018,676.0,1
2940,2018-01-11, Количество транзакций cash,Кредитные карты,0,26.0,149183.001368794,2018,676.0,1
2941,2018-01-12, Количество транзакций cash,Кредитные карты,0,26.0,152107.570120639,2018,676.0,1
2942,2019-01-01, Количество транзакций cash,Кредитные карты,0,26.0,142179.190910687,2019,676.0,1
2943,2019-01-02, Количество транзакций cash,Кредитные карты,0,26.0,144512.76409205698,2019,676.0,1
2944,2019-01-03, Количество транзакций cash,Кредитные карты,0,26.0,157304.89701346902,2019,676.0,1
2945,2019-01-04, Количество транзакций cash,Кредитные карты,0,26.0,174627.356290217,2019,676.0,1
2946,2019-01-05, Количество транзакций cash,Кредитные карты,0,26.0,177022.45653213898,2019,676.0,1
2947,2019-01-06, Количество транзакций cash,Кредитные карты,0,26.0,168282.80295061698,2019,676.0,1
2948,2019-01-07, Количество транзакций cash,Кредитные карты,0,26.0,172227.65991629098,2019,676.0,1
2949,2019-01-08, Количество транзакций cash,Кредитные карты,0,26.0,167913.971441142,2019,676.0,1
2950,2019-01-09, Количество транзакций cash,Кредитные карты,0,26.0,134726.618064621,2019,676.0,1
2951,2018-01-09, Количество транзакций cash,Кредитные карты,0,35.0,468823.027511725,2018,1225.0,1
2952,2018-01-10, Количество транзакций cash,Кредитные карты,0,35.0,500241.555990788,2018,1225.0,1
2953,2018-01-11, Количество транзакций cash,Кредитные карты,0,35.0,475361.912361486,2018,1225.0,1
2954,2018-01-12, Количество транзакций cash,Кредитные карты,0,35.0,472026.39810515795,2018,1225.0,1
2955,2019-01-01, Количество транзакций cash,Кредитные карты,0,35.0,439931.019248616,2019,1225.0,1
2956,2019-01-02, Количество транзакций cash,Кредитные карты,0,35.0,441581.41052899,2019,1225.0,1
2957,2019-01-03, Количество транзакций cash,Кредитные карты,0,35.0,492089.178260074,2019,1225.0,1
2958,2019-01-04, Количество транзакций cash,Кредитные карты,0,35.0,537491.689127696,2019,1225.0,1
2959,2019-01-05, Количество транзакций cash,Кредитные карты,0,35.0,534837.824553202,2019,1225.0,1
2960,2019-01-06, Количество транзакций cash,Кредитные карты,0,35.0,495594.693766195,2019,1225.0,1
2961,2019-01-07, Количество транзакций cash,Кредитные карты,0,35.0,505634.186656421,2019,1225.0,1
2962,2019-01-08, Количество транзакций cash,Кредитные карты,0,35.0,504614.679866364,2019,1225.0,1
2963,2019-01-09, Количество транзакций cash,Кредитные карты,0,35.0,431173.725622244,2019,1225.0,1
2964,2018-01-09, Количество транзакций cash,Кредитные карты,0,47.0,714584.623706385,2018,2209.0,1
2965,2018-01-10, Количество транзакций cash,Кредитные карты,0,47.0,747989.7743389771,2018,2209.0,1
2966,2018-01-11, Количество транзакций cash,Кредитные карты,0,47.0,707676.677587428,2018,2209.0,1
2967,2018-01-12, Количество транзакций cash,Кредитные карты,0,47.0,689696.016622526,2018,2209.0,1
2968,2019-01-01, Количество транзакций cash,Кредитные карты,0,47.0,649378.980726497,2019,2209.0,1
2969,2019-01-02, Количество транзакций cash,Кредитные карты,0,47.0,635937.918088538,2019,2209.0,1
2970,2019-01-03, Количество транзакций cash,Кредитные карты,0,47.0,715242.485978469,2019,2209.0,1
2971,2019-01-04, Количество транзакций cash,Кредитные карты,0,47.0,784785.246206959,2019,2209.0,1
2972,2019-01-05, Количество транзакций cash,Кредитные карты,0,47.0,778982.453095483,2019,2209.0,1
2973,2019-01-06, Количество транзакций cash,Кредитные карты,0,47.0,728611.3736888041,2019,2209.0,1
2974,2019-01-07, Количество транзакций cash,Кредитные карты,0,47.0,739400.658957425,2019,2209.0,1
2975,2019-01-08, Количество транзакций cash,Кредитные карты,0,47.0,766458.8351649691,2019,2209.0,1
2976,2019-01-09, Количество транзакций cash,Кредитные карты,0,47.0,678817.418298126,2019,2209.0,1
2977,2018-01-09, Количество транзакций cash,Кредитные карты,0,57.0,232990.134697078,2018,3249.0,0
2978,2018-01-10, Количество транзакций cash,Кредитные карты,0,57.0,243887.89117940198,2018,3249.0,0
2979,2018-01-11, Количество транзакций cash,Кредитные карты,0,57.0,228057.490640955,2018,3249.0,0
2980,2018-01-12, Количество транзакций cash,Кредитные карты,0,57.0,226992.017535571,2018,3249.0,0
2981,2019-01-01, Количество транзакций cash,Кредитные карты,0,57.0,209464.086503785,2019,3249.0,0
2982,2019-01-02, Количество транзакций cash,Кредитные карты,0,57.0,200200.6133691989,2019,3249.0,0
2983,2019-01-03, Количество транзакций cash,Кредитные карты,0,57.0,230198.649863505,2019,3249.0,0
2984,2019-01-04, Количество транзакций cash,Кредитные карты,0,57.0,255214.002824761,2019,3249.0,0
2985,2019-01-05, Количество транзакций cash,Кредитные карты,0,57.0,252357.276897833,2019,3249.0,0
2986,2019-01-06, Количество транзакций cash,Кредитные карты,0,57.0,236079.107082806,2019,3249.0,0
2987,2019-01-07, Количество транзакций cash,Кредитные карты,0,57.0,242148.25946441,2019,3249.0,0
2988,2019-01-08, Количество транзакций cash,Кредитные карты,0,57.0,247801.003453632,2019,3249.0,0
2989,2019-01-09, Количество транзакций cash,Кредитные карты,0,57.0,219357.356226752,2019,3249.0,0
2990,2018-01-09, Количество транзакций cash,Кредитные карты,0,65.0,264420.016537751,2018,4225.0,0
2991,2018-01-10, Количество транзакций cash,Кредитные карты,0,65.0,280676.616402737,2018,4225.0,0
2992,2018-01-11, Количество транзакций cash,Кредитные карты,0,65.0,264891.192495731,2018,4225.0,0
2993,2018-01-12, Количество транзакций cash,Кредитные карты,0,65.0,269496.794902523,2018,4225.0,0
2994,2019-01-01, Количество транзакций cash,Кредитные карты,0,65.0,247661.047867155,2019,4225.0,0
2995,2019-01-02, Количество транзакций cash,Кредитные карты,0,65.0,237881.11975207602,2019,4225.0,0
2996,2019-01-03, Количество транзакций cash,Кредитные карты,0,65.0,273741.94513733103,2019,4225.0,0
2997,2019-01-04, Количество транзакций cash,Кредитные карты,0,65.0,309681.650797178,2019,4225.0,0
2998,2019-01-05, Количество транзакций cash,Кредитные карты,0,65.0,305502.12209601,2019,4225.0,0
2999,2019-01-06, Количество транзакций cash,Кредитные карты,0,65.0,289136.872882107,2019,4225.0,0
3000,2019-01-07, Количество транзакций cash,Кредитные карты,0,65.0,301509.395075952,2019,4225.0,0
3001,2019-01-08, Количество транзакций cash,Кредитные карты,0,65.0,308400.239020866,2019,4225.0,0
3002,2019-01-09, Количество транзакций cash,Кредитные карты,0,65.0,282924.451146502,2019,4225.0,0
3003,2018-01-09, Количество транзакций cash,Кредитные карты,0,77.0,13849.5823482922,2018,5929.0,0
3004,2018-01-10, Количество транзакций cash,Кредитные карты,0,77.0,15380.2885285509,2018,5929.0,0
3005,2018-01-11, Количество транзакций cash,Кредитные карты,0,77.0,15749.826701723401,2018,5929.0,0
3006,2018-01-12, Количество транзакций cash,Кредитные карты,0,77.0,16884.331139344198,2018,5929.0,0
3007,2019-01-01, Количество транзакций cash,Кредитные карты,0,77.0,15802.5253867367,2019,5929.0,0
3008,2019-01-02, Количество транзакций cash,Кредитные карты,0,77.0,16272.0457862849,2019,5929.0,0
3009,2019-01-03, Количество транзакций cash,Кредитные карты,0,77.0,19782.0884166485,2019,5929.0,0
3010,2019-01-04, Количество транзакций cash,Кредитные карты,0,77.0,22372.666613766694,2019,5929.0,0
3011,2019-01-05, Количество транзакций cash,Кредитные карты,0,77.0,23526.993027997003,2019,5929.0,0
3012,2019-01-06, Количество транзакций cash,Кредитные карты,0,77.0,22945.5190558527,2019,5929.0,0
3013,2019-01-07, Количество транзакций cash,Кредитные карты,0,77.0,24607.423477794702,2019,5929.0,0
3014,2019-01-08, Количество транзакций cash,Кредитные карты,0,77.0,26208.730584654502,2019,5929.0,0
3015,2019-01-09, Количество транзакций cash,Кредитные карты,0,77.0,25458.6673303512,2019,5929.0,0
3016,2018-01-09, Количество транзакций cash,Кредитные карты,1,7.0,,2018,49.0,0
3017,2018-01-10, Количество транзакций cash,Кредитные карты,1,7.0,3.2115866628838803,2018,49.0,0
3018,2018-01-11, Количество транзакций cash,Кредитные карты,1,7.0,8.035625868226239,2018,49.0,0
3019,2018-01-12, Количество транзакций cash,Кредитные карты,1,7.0,12.9208579600874,2018,49.0,0
3020,2019-01-01, Количество транзакций cash,Кредитные карты,1,7.0,6.45001036193334,2019,49.0,0
3021,2019-01-02, Количество транзакций cash,Кредитные карты,1,7.0,6.462931500857871,2019,49.0,0
3022,2019-01-03, Количество транзакций cash,Кредитные карты,1,7.0,4.86444797130701,2019,49.0,0
3023,2019-01-04, Количество транзакций cash,Кредитные карты,1,7.0,3.24077158162768,2019,49.0,0
3024,2019-01-05, Количество транзакций cash,Кредитные карты,1,7.0,1.61475587014393,2019,49.0,0
3025,2019-01-06, Количество транзакций cash,Кредитные карты,1,7.0,12.962654646339999,2019,49.0,0
3026,2019-01-07, Количество транзакций cash,Кредитные карты,1,7.0,6.481180872534339,2019,49.0,0
3027,2019-01-08, Количество транзакций cash,Кредитные карты,1,7.0,14.4924167646775,2019,49.0,0
3028,2019-01-09, Количество транзакций cash,Кредитные карты,1,7.0,9.645261348873358,2019,49.0,0
3029,2018-01-09, Количество транзакций cash,Кредитные карты,1,18.0,2394.74975210172,2018,324.0,0
3030,2018-01-10, Количество транзакций cash,Кредитные карты,1,18.0,3513.47580919497,2018,324.0,0
3031,2018-01-11, Количество транзакций cash,Кредитные карты,1,18.0,3403.8911177806394,2018,324.0,0
3032,2018-01-12, Количество транзакций cash,Кредитные карты,1,18.0,3666.2934461748,2018,324.0,0
3033,2019-01-01, Количество транзакций cash,Кредитные карты,1,18.0,4052.219009884621,2019,324.0,0
3034,2019-01-02, Количество транзакций cash,Кредитные карты,1,18.0,4530.51498210137,2019,324.0,0
3035,2019-01-03, Количество транзакций cash,Кредитные карты,1,18.0,5010.38141044622,2019,324.0,0
3036,2019-01-04, Количество транзакций cash,Кредитные карты,1,18.0,6210.93873618945,2019,324.0,0
3037,2019-01-05, Количество транзакций cash,Кредитные карты,1,18.0,5937.457334519228,2019,324.0,0
3038,2019-01-06, Количество транзакций cash,Кредитные карты,1,18.0,6294.989162628879,2019,324.0,0
3039,2019-01-07, Количество транзакций cash,Кредитные карты,1,18.0,6605.943604330621,2019,324.0,0
3040,2019-01-08, Количество транзакций cash,Кредитные карты,1,18.0,6054.609670576371,2019,324.0,0
3041,2019-01-09, Количество транзакций cash,Кредитные карты,1,18.0,4341.97515055116,2019,324.0,0
3042,2018-01-09, Количество транзакций cash,Кредитные карты,1,26.0,150998.157653046,2018,676.0,1
3043,2018-01-10, Количество транзакций cash,Кредитные карты,1,26.0,175237.014673596,2018,676.0,1
3044,2018-01-11, Количество транзакций cash,Кредитные карты,1,26.0,172097.392094628,2018,676.0,1
3045,2018-01-12, Количество транзакций cash,Кредитные карты,1,26.0,175318.276338691,2018,676.0,1
3046,2019-01-01, Количество транзакций cash,Кредитные карты,1,26.0,174832.368367975,2019,676.0,1
3047,2019-01-02, Количество транзакций cash,Кредитные карты,1,26.0,176948.601561988,2019,676.0,1
3048,2019-01-03, Количество транзакций cash,Кредитные карты,1,26.0,197404.16312361,2019,676.0,1
3049,2019-01-04, Количество транзакций cash,Кредитные карты,1,26.0,205983.441728255,2019,676.0,1
3050,2019-01-05, Количество транзакций cash,Кредитные карты,1,26.0,199268.94815511198,2019,676.0,1
3051,2019-01-06, Количество транзакций cash,Кредитные карты,1,26.0,189596.647852862,2019,676.0,1
3052,2019-01-07, Количество транзакций cash,Кредитные карты,1,26.0,195290.942051205,2019,676.0,1
3053,2019-01-08, Количество транзакций cash,Кредитные карты,1,26.0,182045.688055232,2019,676.0,1
3054,2019-01-09, Количество транзакций cash,Кредитные карты,1,26.0,144076.091398796,2019,676.0,1
