,,,,,,,,,,,,,,,,
Сумма по полю Значения2,,,ММГГ,,,,,,,,,,,,,
Показатель,Пол,Возраст,9 2018,10 2018,11 2018,12 2018,1 2019,2 2019,3 2019,4 2019,5 2019,6 2019,7 2019,8 2019,9 2019,Total Result
,,30-39,4015.97188201048,5254.66375115875,4390.47759478567,4483.52072016931,4596.80133666894,4397.07399057842,4545.23228509742,4962.38499183583,4697.05390055003,5130.62613543178,6533.11104920839,6720.59827453109,8521.94132374756,68249.4572357737
,,40-54,2625.54331144332,3671.34100505717,3037.03581026927,3072.91383769278,3409.70524257485,3426.4094552461,3540.84148390695,4040.61882286887,4058.93619580529,3862.95284604014,5860.74656377388,5344.00126387755,5937.1917842052,51888.2376227614
,,55-59,578.728913015323,460.967381776409,581.870524610149,449.076388773016,567.979823481938,345.367531298015,494.917206383706,544.762002011785,453.208597119841,628.388192162618,817.096895105705,776.873111910375,830.286354938464,7529.52292258734
,,60-69,271.799201959273,333.42699946673,280.903011880762,467.184307675154,529.627488134284,494.420886910843,525.849531782687,622.327452629358,652.62037985257,592.065175274606,562.441136317155,529.602335197809,598.321652671842,6460.58955975307
,,От 70,118.334346431248,109.32032769401,82.0820489261966,70.6208837183372,73.0520673288667,58.1671631659815,61.8646507979632,86.5846890614758,210.288789063606,170.718179373659,175.877358587775,160.541474432785,99.4134438285522,1476.86542241046
,??? Result,,9888.31382366117,12732.174165429,11268.9532948009,11446.0155380413,11673.7203591529,10957.2393613918,12036.3136773096,13263.6920556048,13346.0867679851,13266.9819183466,18413.9930329763,18019.3965268523,21176.9045251822,177489.785046734
,,,,,,,,,,,,,,,,
,Totals,0-13,869.017856604478,736.090206473,689.489210980051,838.396645168978,871.145902896735,683.464167200283,705.984838517933,806.319916884994,902.791525462722,969.824550909937,914.195853492705,695.67972254207,778.738643323659,10461.1390404575
,,14-21,457190.294359616,731744.723447163,864039.424089906,428565.549032565,366807.214170022,280027.629824129,365225.244179987,512267.489746089,633148.725685914,735613.738016031,600346.371204458,561841.646689938,844968.247800181,7381786.298246
,,22-29,829198.349030363,1123987.88121873,1232299.62457452,779357.586380448,722253.005568722,507252.199560489,607479.9385106,834073.917424574,1078355.47181501,1327065.05430523,1266227.21109687,1189210.04920871,1355918.37027463,12852678.6589689
,,30-39,318844.500562346,395537.343646082,427224.296342131,333435.597080184,301319.68841306,223789.071661869,251774.572359287,326086.958243962,422950.578341732,507138.329488743,503916.113191255,476977.947061325,482567.584261397,4971562.58065337
,,40-54,248326.474960137,305787.176614762,322339.854224237,293855.307943891,260463.493457708,202928.872771469,219999.795980322,264335.840313931,330963.735801512,388886.931858974,385288.666879619,357057.156268642,357256.938315507,3937490.24539071
,,55-59,43171.6977316127,51089.033142334,52143.9896145152,51377.5983010354,45734.246751237,32406.3807788475,31492.746353269,35476.2724952509,42739.3835427894,52361.4449949146,53719.5407136535,50854.7413091165,49386.3897063841,591953.46543496
,,60-69,50695.1736008119,57114.4052037355,56963.1179092487,63895.6026380833,54116.9714772245,38141.2995222435,29503.9797849698,32633.4085377325,39267.8056888515,47323.4425525472,47981.5418897273,44335.2812037023,40452.0666897181,602424.096698596
,,Totals,2887483892.25501,3148190652.1417,2992471886.28381,3269835302.72197,2880826938.09076,2917361579.00924,3301164216.49247,3493924209.10874,3575374939.07526,3700641178.5198,3818527176.41969,3614466962.09548,3646758368.5276,43247027300.7415
,,От 70,21102.3421221849,23112.1392799753,22753.1439623417,24972.6309579382,21059.084709229,12787.6872772713,7454.69042115457,8294.09167301387,8792.24678412491,9335.01534021924,10026.8414953218,8877.75900570265,9346.70470958444,187914.377738062
,Totals Result,,2889453290.10523,3150879760.93446,2995450339.22374,3271811600.99095,2882599562.94121,2918659595.6148,3302677853.4449,3495938183.40709,3577932059.81444,3703709872.30091,3821395596.90202,3617156812.35595,3649899043.568,43277563571.6037
,,,,,,,,,,,,,,,,
,Жен,???,36803.8307142811,36600.4457119545,30846.4339864647,32161.4747620869,27869.3636859626,28705.4950224119,31998.58085097,31260.6804465703,29103.2432726477,28477.2452402019,27682.3634193883,23688.1713482031,20063.1057563623,385260.434217505
,,0-13,18338.1257485175,18511.575489519,16228.5330954749,18254.5930452451,14108.1805028874,14918.0596282253,15300.5837811786,16961.5798176054,16609.1886672479,26684.7043567785,23441.1541992769,19063.8387628173,17034.6776989925,235454.794793766
,,0-14,5.54692248896475,,,1.81079189021377,5.478905049665,3.63544769787385,9.09774276440636,14.430781510246,,9.08075422200315,135.572130578076,184.530430382512,307.4452799883,676.629186572262
,,14-21,138717979.35346,154866898.568492,145347588.892051,156397771.426015,129055613.923764,140319930.514568,165950273.61545,179228668.463554,179974717.446205,185685192.899868,170370715.436736,160273779.828038,202316798.443695,2108505928.8119
,,14-22,2276371.93665964,2396179.50868677,2295439.09058534,2535233.59093971,2094850.214231,2181615.80397945,2471945.8669683,2447696.84818495,2547217.22492113,2503280.61947454,2512952.1880045,2585470.62252381,2737594.02744936,31585847.5426085
,,22-29,268223125.067301,290869262.749451,274243469.069733,299078846.796626,262671937.810333,267189317.119941,299018759.331911,318922820.21322,324481460.605888,337174424.803026,343828188.440037,319807214.34286,317838138.141149,3923346964.49148
,,22-30,11379844.3014605,11701037.5045372,11328750.9794664,12425226.6037608,10694072.0469543,11084134.6632861,12639930.7142424,12792893.2203761,13309036.0587533,13499084.1801102,14133753.6957049,14261454.6104598,13619794.6066568,162869013.185769
,,30-39,419999343.92483,452355084.454549,428471429.10497,471824208.382962,411707392.595135,420910849.329073,470672871.871248,499659092.263474,514585587.79667,527016717.971995,543959533.096249,515246367.791516,512025948.989705,6188434427.57238
,,30-40,15259681.7627727,15765388.7316653,15479120.3406877,17039486.4984036,14822266.2873287,15457656.4059538,17897257.8818984,18238700.3735667,19096975.7424115,19372764.8235675,20572050.3601321,21290716.9358917,20603495.1451379,230895561.289418
,,40-54,371997741.092866,405715984.445147,388626726.792379,432499923.571732,375458016.241185,383419037.079845,427881942.643471,450023392.869648,462889930.401451,480007612.991446,500114236.452616,466195531.384169,456867415.907748,5601697491.8737
,,40-55,10333764.98106,10778277.3725103,10686360.4481602,11847531.4778178,10341984.824351,10708194.8345728,12405134.3494301,12549642.5556963,13226501.3347146,13407584.6844184,14271436.3545861,14716438.3755238,14369968.4537871,159642820.046629
,,55-59,122299014.827158,133719487.903905,128694498.254801,142528834.853233,121861968.655499,124601988.777514,138788460.396915,144721783.716253,145925277.004496,149424304.716092,155473214.311364,145400223.017565,140765233.481744,1794204289.91654
,,55-60,1431337.12392328,1525563.35096445,1524925.77708748,1690577.03820626,1461156.40358338,1504124.67734678,1741386.20569515,1768304.67392101,1850693.62184837,1875253.84132996,1989856.28244808,2023276.52271184,1959103.91773527,22345559.4368013
,,60-69,139110792.065413,154569359.610602,150556887.822196,168414190.031058,143942107.588688,149514143.155362,168905731.758473,178649227.489725,178721555.792812,182468453.766528,192538676.948694,184169874.529283,182060777.217605,2173621777.77644
,,60-70,1021719.08580319,1095027.10440713,1102681.12504687,1237332.20650197,1055392.34820855,1098159.68609675,1277374.03148213,1302049.73102034,1333162.0349565,1365413.07938475,1447021.80750183,1481888.2289255,1446642.34271669,16263862.8120522
,,От 70,32894459.5886636,37144237.8180028,36506569.4823595,40796978.3152462,35569005.9248831,37283421.11629,42690828.5836888,46027816.4161048,45615425.3589337,46306454.3803591,49487013.6060665,48460901.8479363,48934448.8267807,547717561.265315
,Жен Result,,1535000322.61476,1672556901.14412,1594911522.14661,1758366558.6711,1520777747.88724,1565316200.35393,1762389205.51325,1866380325.52579,1903603252.856,1960161713.78795,2010749908.06989,1895956074.57795,1915582764.73065,22961752497.8792
,,,,,,,,,,,,,,,,
,Муж,???,36018.0166950111,35485.3783694756,31264.1404132224,30048.2806262074,24538.1894157663,24742.8570317294,26363.4389826967,26536.4033496536,26869.8313060411,29674.0886466619,28063.4310296618,26070.4592044413,24249.5163353646,369924.031405933
,,0-13,35444.8347044848,35223.00958301,32092.2570846112,32985.3850721341,28433.6909060781,27094.9916922538,30448.3254839152,32871.5164326515,29986.0936198371,43346.0722033099,36806.0013961291,30967.8968267932,30926.7859791824,426626.86098439
,,0-14,358.700987619721,581.21974223982,516.204885469192,775.018929011496,818.183154083307,378.08656057888,631.383347849801,364.377233133711,415.139074961774,788.209466469874,1357.55336159939,800.862067860102,368.197940105749,8153.13675098281
,,14-21,131487835.839323,150256616.200904,141544966.515265,151287600.821151,131519178.011122,138544332.415831,163295812.47224,175579692.031634,176004233.065883,182605950.914656,167758256.968999,159872177.025875,199816484.055778,2069573136.33866
,,14-22,2396431.37598495,2473064.49515397,2358339.47670025,2587409.74846433,2104005.46456899,2205507.96624988,2568593.00790314,2532643.64354501,2642965.69881744,2625240.59712858,2599837.43520267,2649567.26751717,2860931.13243628,32604537.3096727
,,22-29,276764389.103233,302267411.888063,282753881.826044,303191823.361509,278387258.315551,272018245.94255,307367006.393254,327728596.733177,336688882.527622,352187670.26513,363601876.507864,339260729.706125,337956839.945477,4080174612.5156
,,22-30,15687269.9807828,16004525.1264904,15542051.7355766,16961133.533314,14917639.4138299,15003149.0993179,17297236.272906,17210380.9216235,18260416.1213319,18715278.2625759,19476497.4690982,19800080.1192618,18931123.5322703,223806781.588379
,,30-39,383121393.383277,416088145.910301,392294948.022253,422637523.405734,385785208.021902,378096585.325907,426735648.889739,453246807.358678,468887022.227012,490218298.174349,517949558.166778,490061224.697008,481432367.418401,5706554731.00134
,,30-40,26353295.6189318,27084355.3349228,26778369.2077245,29257900.7495912,25995563.5485637,26276768.7497887,30741436.5602988,30971162.892521,32973764.3391208,33951708.6857973,35733554.3930796,36998133.5457858,35519972.4374651,398635986.063591
,,40-54,304205107.10485,329996908.382834,313300504.744646,340923255.951264,305514106.178769,302759222.677829,341949462.640423,360407961.898476,371358937.758055,387171304.963811,411089371.569095,390261593.281844,381787531.435379,4540725268.58728
,,40-55,16098550.2466755,16694181.5237754,16626751.4197721,18238969.5328163,16248838.0159369,16422764.1594799,19287800.5551755,19405894.4513738,20556579.3502957,21162083.8553929,22384208.2205087,23167216.108973,22535963.6238859,248829801.064062
,,55-59,75755827.3457345,82029929.0494604,78031416.5506028,85754433.8882395,75439527.5987835,75436737.6108988,85515392.1664657,89124286.5378611,90932479.9315363,93940264.3991585,99504760.9583973,94487402.6007901,91421840.0898154,1117374298.72774
,,55-60,2234513.01058375,2320941.61515683,2323160.93457602,2557879.35431872,2288536.81294339,2293454.899233,2697611.73714229,2699919.85126871,2833835.40591166,2909606.23174145,3095190.51949769,3174214.96065921,3061256.58570961,34490121.9187423
,,60-69,96359477.0994973,105383090.499914,101195618.293739,111846735.417237,98510581.2992555,99533859.1516364,114107053.946118,119295323.92646,120634632.926775,123823589.968453,131609828.039625,126578820.334184,123385340.758067,1472263951.66096
,,60-70,1321252.90020729,1401861.93416229,1409374.31670024,1566838.38518039,1397230.36576557,1412455.04592104,1664171.84330508,1682766.21651903,1768157.08497529,1807547.73785071,1915725.80785915,1972816.67652374,1907867.33337985,21228065.6483497
,,От 70,18647118.9147394,20859588.4618238,20347386.5979995,22605686.9328993,20103428.5222429,20681105.8304598,23964668.0803311,25571436.832388,25602041.8919676,26205151.5424653,28105540.8326529,27461202.317888,27340689.0037078,307495045.761565
,Муж Result,,1350504283.47621,1472931910.03066,1394570642.24398,1509480999.76635,1358264891.63271,1350736404.81039,1537249337.71312,1625516645.59254,1669201219.3933,1737397503.96883,1804890433.87445,1715803017.86053,1728013751.85203,20254561042.2151
,,,,,,,,,,,,,,,,
2.1.5.3.x1 Дебетовые карты. Количество транзакций cash+pos Result,,,5774967784.51002,6296381304.28341,5984943772.56762,6539670605.44393,5761653876.18152,5834723158.01848,6602328432.98494,6987848418.21748,7150749878.15052,7401282357.03961,7637054352.83938,7228933924.19095,7293516737.0552,86494054601.483
,,,,,,,,,,,,,,,,
2.2.1 Кредитные карты. Активные клиенты,???,???,1.43851299731474,2.87111329637311,,2.89197759569307,1.44687144758373,1.44975857591646,,,,1.45472913713646,1.45546612559853,1.44825824903001,,14.4566874246461
,,14-21,7.1925649865737,5.74222659274622,5.75778093204226,5.78395519138615,8.68122868550241,5.79903430366586,5.81982945703007,5.81468929211188,4.34636445286523,2.90945827427291,1.45546612559853,1.44825824903001,1.4487282917685,62.1995848345937
,,22-29,17.2621559677769,21.5333497227983,25.9100141941901,23.1358207655446,24.5968146089235,23.1961372146634,21.8243604638628,18.8977401993636,17.3854578114609,16.002020508501,16.0101273815839,18.8273572373901,17.384739501222,261.966095577281
,,30-39,41.7168769221275,40.1955861492235,37.4255760582747,37.5957087440099,43.406143427512,40.593240125661,36.3739341064379,37.7954803987272,39.1172800757871,39.2776867026843,37.8421192655619,36.2064562257502,33.3207507106755,500.866838912433
,,30-40,,,,,,,,,,,,1.44825824903001,1.4487282917685,2.89698654079851
,,40-54,77.679701854996,80.3911722984471,74.8511521165493,78.083395083713,70.896700931603,73.9376873717397,74.2028255771334,72.6836161513985,70.9906193967988,64.008082034004,61.1295772751384,59.3785882102303,62.2953165460456,920.528434847797
,,55-59,24.4547209543506,20.0977930746118,24.4705689611796,20.2438431698515,26.0436860565072,20.2966200628305,20.3694030996052,20.3514125223916,20.2830341133711,18.9114787827739,17.4655935071824,17.3790989883601,15.9360112094535,266.303264502469
,,60-69,15.8236429704621,17.2266797782387,17.2733427961268,18.797854372005,20.2562002661723,18.846861486914,20.3694030996052,18.8977401993636,17.3854578114609,17.4567496456375,16.0101273815839,14.4825824903001,13.0385546259165,225.865196923787
,,От 70,2.87702599462948,2.87111329637311,2.87889046602113,2.89197759569307,4.3406143427512,2.89951715183293,2.90991472851503,2.90734464605594,2.89757630191016,2.90945827427291,2.91093225119707,2.89651649806001,2.897456583537,39.088338130849
,??? Result,,188.445202648231,190.929034208812,188.567325524384,189.424532517896,199.668259766555,187.018856293224,181.86967053219,177.348023409412,172.405789963654,162.929663359283,154.279409313444,153.515374397181,147.770285760387,2294.17142769466
,,,,,,,,,,,,,,,,
,Totals,14-21,1.43851299731474,7.17778324093277,7.19722616505282,13.0138991806188,11.5749715806699,5.79903430366586,4.36487209277255,1.45367232302797,4.34636445286523,5.81891654854582,5.82186450239413,2.89651649806001,2.897456583537,73.8010904694576
,,22-29,325.103937393131,347.404708861146,420.318008039085,503.204101650595,581.642321928661,295.750749486959,132.401120147434,75.5909607974545,94.1712298120801,117.833060108053,123.714620675875,118.75717642046,98.5135238402581,3234.40551916119
,,30-39,414.291743226645,489.524817031615,598.809216932395,736.008298103887,842.079182493733,505.965742994846,244.432837195263,110.479096550126,146.327603246463,171.658038182102,180.477799574218,179.584022879721,157.911383802767,4777.54978221378
,,40-54,666.031517756725,857.027318967373,1096.85726755405,1294.15997407265,1429.50899021273,861.15659409438,483.045844933496,343.066668234601,421.597351927928,469.877511295075,445.372634433151,428.684441712882,385.361725610421,9181.74784080546
,,55-59,142.412786734159,183.751250967879,215.916784951585,244.372106836065,235.840045956149,137.727064712064,88.7523992197086,61.0542375671748,76.7857720006191,94.5573939138696,88.7834336615105,83.9989784437404,73.8851428801936,1727.83739784472
,,60-69,178.375611667028,229.689063709849,269.176258572975,300.76566995208,302.396132545001,176.870546261809,78.5676976699059,74.1372884744265,78.2345601515742,98.921581325279,84.4170352847149,85.4472366927704,68.0902297131196,2025.08891202053
,,Totals,27318557.2233077,27646581.5757019,28021542.1642743,28659309.9947746,29350066.5604254,29387013.7159866,29366990.3863365,29784690.5327366,29913702.6728773,30205080.7788741,30344505.294926,30425271.4303654,30548348.353284,380971660.68387
,,От 70,10.0695909812032,10.0488965373059,11.5155618640845,11.5679103827723,13.0218430282536,8.69855145549879,2.90991472851503,4.36101696908391,5.79515260382031,5.81891654854582,5.82186450239413,5.79303299612002,2.897456583537,98.3197091811345
,Totals Result,,27320294.9470084,27648706.1995412,28024161.9545984,28662413.0867348,29353482.6239132,29389005.6842699,29368024.8610225,29785360.6756775,29914529.9309115,30206045.264292,30345439.7041786,30426176.5917711,30549137.910203,380992779.434122
,,,,,,,,,,,,,,,,
,Жен,???,2149.13841798822,2169.12609540988,2272.88402292368,2323.70399813938,3145.49852704704,3160.47369549789,3160.16739516733,3251.86498661357,3324.9688064419,3337.14864059103,3273.3433164711,3281.75319230199,3321.93397302518,38172.0050676182
,,0-13,38.839850927498,38.760029501037,31.6677951262324,33.2577423504703,27.490557504091,24.6458957905799,26.1892325566353,27.6197741375314,27.5269748681465,119.287789245189,93.1498320383061,56.4820717121703,47.8080336283606,592.725579386248
,,14-21,35268.0231551655,33343.6742674291,33488.6933459908,35283.5726562533,39291.2410305839,39584.2081568232,40091.3501721159,41454.3736357886,42120.617912717,43649.1477597793,44941.8830262315,46051.7158026561,47115.5415048952,521684.042426429
,,14-22,52974.6796391126,57730.9106068223,62192.6707374544,66450.4152050376,67668.7307320437,66474.3302229217,64527.3591048209,62608.2132804917,59598.798165839,57117.0301113887,54131.6961432606,50784.6237604862,48181.8055276368,770441.263237316
,,22-29,1312273.41220939,1318195.58552736,1328505.74945721,1350996.00976081,1386178.08410049,1386843.40299742,1382696.90676167,1403022.01827671,1404811.63542099,1414993.21075557,1422651.18633079,1421688.5031933,1423634.86902678,17956490.5738185
,,22-30,451658.556844893,471026.234063083,491836.844441214,514461.12444183,522637.457424749,524321.136324525,524442.291861351,527527.510320589,526428.764954735,526643.951684414,526206.312116643,524634.447227618,523967.356197081,6655791.98790272
,,30-39,4218091.24448013,4248333.22904731,4285015.42077796,4354861.32665365,4434901.16750445,4442415.46745915,4442994.573489,4502374.9731198,4522676.17568386,4566116.90820614,4582252.73601862,4579702.51069817,4590714.27494482,57770450.008083
,,30-40,615854.745897389,639757.255820986,667031.72375093,695832.945344519,706025.519663092,709348.024334439,710797.595947546,718670.884075537,724231.811204632,732411.023944954,738918.319974492,745440.24464948,751790.021175721,9156110.11578372
,,40-54,4838483.06037104,4871933.29479295,4911257.58496107,4989627.27308751,5077552.27089192,5071452.66572212,5063254.53753089,5138513.61105542,5169660.05146772,5232908.01023314,5266400.41022071,5290823.37962039,5322610.35921798,66244476.5091729
,,40-55,577624.824480753,597715.543822195,621418.583207291,646803.803175936,653315.992827617,653290.209479477,651943.115605965,658485.942557533,663542.075561124,671261.484665423,678165.708425883,685922.623647343,694098.763140915,8453588.67059746
,,55-59,1464337.18264253,1464676.91479502,1467891.54970532,1485957.37420781,1498231.04335861,1487400.10758156,1477056.71166322,1494372.24072811,1496244.65562776,1506222.18440367,1508692.52181167,1509707.84653635,1514965.59799645,19375755.9310581
,,55-60,124962.185563734,128252.630948987,132528.28315805,137118.779733393,137070.813458293,135310.317166011,133278.459438081,133447.119253968,132894.439510807,133066.983632146,133284.310451686,133930.578095548,134967.873846029,1730112.77425673
,,60-69,1676123.69718519,1696540.84682687,1719726.81155622,1758919.5715549,1788732.44573303,1792664.17284368,1796396.57379992,1829583.26372907,1846244.34592364,1872344.04945077,1888898.11593727,1908155.55252598,1932680.32381864,23507009.7708852
,,60-70,129322.318458595,133305.790350604,138608.499822286,143423.290892004,143000.092650491,140262.692461342,137385.80407738,136818.18537107,135755.796108944,135422.19010517,134521.456658444,134399.813768234,134824.449745144,1777050.38046971
,,От 70,73933.8140099884,78542.1753355828,83038.7166019134,87220.5982973052,93242.1835680862,94093.6808527063,94880.6796379612,97477.4512929636,99793.9766259367,102676.237228228,104917.27566377,107777.930634564,111308.692113158,1228903.41186216
,Жен Result,,15573095.7232068,15741561.9723301,15944845.683341,16269313.0467514,16551020.032028,16546645.5351935,16522932.3157176,16747635.2714578,16827355.63995,16998288.8486106,17087348.425928,17142358.0054241,17234229.6702619,215186630.170201
,,,,,,,,,,,,,,,,
,Муж,???,2292.9897177197,2314.11731687673,2259.92901582658,2330.93394212862,3103.53925506711,3128.57900682773,3097.60422850425,3132.66385612528,3052.59663406235,3105.84670778633,3021.54767674255,2997.89457549211,2980.03409616781,36818.2760293271
,,0-13,21.5776949597211,21.5333497227983,20.1522332621479,20.2438431698515,17.3624573710048,15.9473443350811,14.5495736425752,10.1757062611958,15.9366696605059,85.8290190910509,61.1295772751384,57.9303299612003,49.2567619201291,411.6245606324
,,14-21,26481.585767567,24291.0540439647,24487.8423039757,25899.1053582293,31282.8075682079,31448.1630287799,31248.1193121587,32297.6916730355,32441.2642761861,33365.6674893617,34213.6422144447,34420.7538046962,33735.0870021213,395612.783842729
,,14-22,27901.3980959167,30903.227965512,33333.2332608256,35992.1071671981,36958.8842570789,36718.0354522363,35915.6225366968,34973.9024197299,33172.9022924184,31746.5539597289,30186.3674449136,28424.9646537119,26776.8450167572,423004.044522724
,,22-29,1183346.68482506,1196489.0928941,1209873.87057864,1240279.53948729,1306660.92308419,1312398.30012411,1311095.54495183,1331542.04280878,1330074.44986582,1337674.35711677,1340558.53044865,1335031.97086259,1326109.37788151,16761134.6849293
,,22-30,423974.374211571,442595.034645749,463213.475982799,485658.473577525,495689.476713502,497719.516215033,498287.978281458,500621.489293665,498141.176307337,496730.356437477,494532.458291367,490394.72570405,487244.991457333,6274803.52711887
,,30-39,3601725.82646869,3641516.25607561,3682799.03697903,3772017.94597286,3904213.31734534,3927003.09758363,3930386.90482852,3990911.99564099,4004854.66113395,4037100.29329906,4044053.38302704,4038161.09667138,4034679.31800944,50609423.1330355
,,30-40,593421.135704266,614953.708053619,638874.735548011,666094.739728007,677218.3091417,681661.984810163,685562.815421864,694105.275488688,699305.41106745,706358.279827977,711523.536558476,715026.821419849,720569.926488109,8804676.67925818
,,40-54,3601315.85026445,3634479.1573862,3669118.5494845,3750170.50122619,3869277.15937198,3876757.36485952,3876824.10442074,3937674.15415474,3960358.03065367,4005928.3573485,4027626.99233354,4044469.70960415,4062899.0964048,50316899.027513
,,40-55,433131.947952476,447073.971388091,463589.171188615,483427.312862448,490279.624370986,492991.85349897,496002.240262209,504312.363321833,509327.269620862,516329.922102116,522679.717694317,528417.297774084,535726.683741366,6423289.37577837
,,55-59,845060.214324533,847858.418655406,850250.070789447,863744.056528054,887276.552773354,883729.335121399,879383.505744065,891160.73458139,892282.543986515,899477.936970253,900565.298815716,903823.21502165,906498.266725387,11451110.1500372
,,55-60,72808.8968460882,75190.1505620672,77904.2154557647,81187.9330326895,81843.7303040215,82070.8329826311,82186.1766348144,83580.3438848162,84197.7721809053,85300.9524142703,86416.8457412873,87606.5897420741,88878.0319717058,1069172.47175314
,,60-69,845411.211495878,855313.264329438,864854.682123572,883178.145971112,909881.025398955,911002.19345154,911123.400645343,927918.292941476,932929.744349711,945536.116181131,952406.091277284,962392.226870673,973672.900158109,11875619.2951942
,,60-70,54148.5062449214,55879.0425306616,58218.3624491123,60378.70824288,60940.7785007793,60699.9418150465,60510.2218221059,61455.4511283305,61716.9264425354,62244.9503197946,62769.8875986879,63789.9828367757,64787.1292078874,787539.889139518
,,От 70,32493.1315833453,33826.0213012198,35090.7958903315,36324.6845907028,40787.3061073855,40844.0483592946,41202.9375984086,42511.19341463,43476.6836220109,44679.095988872,45452.7516363166,46839.5682901285,48574.4108947061,532102.629277352
,Муж Result,,11743535.3311974,11902704.0504982,12073888.1232837,12386704.4315305,12795430.7966499,12838189.1936535,12842841.7262623,13036207.7703145,13085347.3691031,13205664.5151822,13256068.1803361,13281854.7481613,13313181.3558173,165761617.59199
,,,,,,,,,,,,,,,,
2.2.1 Кредитные карты. Активные клиенты Result,,,54637114.4466153,55293163.1514038,56043084.3285486,57318619.9895493,58700133.1208509,58774027.4319731,58733980.772673,59569381.0654732,59827405.3457545,60410161.5577482,60689010.589852,60850542.8607309,61096696.706568,761943321.367741
,,,,,,,,,,,,,,,,
2.2.3.1 Кредитные карты. Объем транзакций cash,???,???,,1866.22364264252,,,,,,,,,,,,1866.22364264252
,,14-21,4747.09289113864,3732.44728528504,60312.7552631426,153564.010331302,12298.4073044617,22471.2579267052,2182.43604638628,,,,,,,259308.407048422
,,22-29,193336.146839101,236866.846950782,9932.17210777289,37595.7087440099,9549.35155405265,2899.51715183293,6110.82092988157,33870.5651265517,2897.57630191016,19347.8975239149,239569.724273519,,72436.4145884251,864412.742091753
,,30-39,144139.002330937,115418.754514199,76722.4309194631,216898.31967698,135571.854638596,93219.4764314287,146950.693790009,90563.7857246426,172405.789963654,76373.2796996639,126625.552927072,13468.8017159791,36942.5714400968,1445300.31377272
,,30-40,,,,,,,,,,,,289651.649806001,,289651.649806001
,,40-54,564760.202745767,613413.355770115,363459.921335167,392585.958615335,212400.728505292,265740.746965488,404769.138736441,274162.600123075,366978.038636921,604149.01065277,225888.342692892,193052.8245957,368846.223084261,4850207.09245923
,,55-59,34524.3119355538,24404.4630191714,53835.2517145951,20243.8431698515,28648.0546621579,37548.7471162364,,,,,,,,199204.671617566
,,60-69,100695.909812032,1722.66797782387,,22412.8263666213,,133957.692414681,,21950.4520777224,43029.0080833658,15565.6017673601,,3620.64562257502,,342954.804122182
,,От 70,,,,16918.0689348045,578.748579033494,,,,,22257.3557981878,,,,39754.1733120257
,??? Result,,1042202.66655453,997424.759160018,564262.531340141,860218.735838905,399047.145243594,555837.438006373,560013.089502718,420547.403051992,585310.412985852,737693.145441897,592083.619893483,499793.921740255,478225.209112782,8292660.07787254
,,,,,,,,,,,,,,,,
,Totals,14-21,,64600.049168395,,,56427.9864557656,,1454.95736425752,,74902.3474043775,41605.2533221026,2474.29241351751,,,241464.886128416
,,22-29,2097495.80138462,1455510.88559635,1502372.02081685,1413164.85213542,1423170.24640087,467112.213160285,97508.3326378103,516635.143604141,130390.933585957,344479.859673913,703863.418339451,740716.026241144,309303.490292575,11201723.2238694
,,30-39,1426531.62256011,2148261.71508514,1988327.29203599,2381398.95117346,1807093.24440287,1182379.60176019,208204.398825251,387258.306854651,1161852.76008212,535776.741207357,1223173.73195301,1031381.45682147,546661.684887635,16028301.5076492
,,40-54,2703541.32715332,3595983.27030843,4451262.70851929,3828170.02895963,3465663.68783981,3045622.37135521,1468884.21614819,1275023.26288945,2096813.70541947,2567647.84256564,3057251.71626961,1844300.398068,2875024.47466726,36275189.0101633
,,55-59,701275.086190936,637817.818789286,401029.441916743,971208.497995211,310787.986940986,964524.380557224,255781.504636472,480293.335528442,258753.563760577,400195.985626239,964100.761596468,57495.8524864913,247442.79223406,6650707.00825913
,,60-69,295758.27224791,1012210.99263634,432553.292519674,1012915.1528915,555915.500719175,132217.982123582,186234.542624962,30817.853248193,111556.687623541,160747.569653578,157918.074627441,117308.918171431,21586.0515473507,4227740.89063468
,,Totals,72308960959.6611,75058406004.7937,73510209691.169,80603239820.7734,67204955232.7259,71543055471.7043,81461001500.9819,85383672729.5278,85310173629.9806,85454205827.612,90188026362.609,91775330656.2741,85132642618.159,1044933880505.97
,,От 70,,275626.876451819,12955.0070970951,11567.9103827723,16639.0216472129,13047.8271832482,,,,,,,,329836.642762147
,Totals Result,,72316185561.7707,75067596016.4017,73518998190.9319,80612858246.167,67212590930.4003,71548860376.0805,81463219568.9341,85386362757.4299,85314007899.9785,85458256280.8641,90194135144.6042,91779121858.9259,85136642636.6527,1045008835469.14
,,,,,,,,,,,,,,,,
,Жен,???,15716322.0321964,19843694.5234345,12842855.3415554,16760080.6325484,9977941.99119788,9705897.99300663,12255431.4840496,16352311.4090861,15217937.5070738,13553236.5325627,15742026.2276235,15491653.9632727,10683880.3081602,184143269.945768
,,0-13,392714.048266924,,23031.123728169,43379.6639353961,21703.071713756,40593.240125661,8729.7441855451,18897.7401993636,43029.0080833658,407615.104225635,65641.5222644938,27516.9067315701,724.364145884251,1093575.53760576
,,14-21,65911558.1265007,64566297.9252396,55542252.5203963,58760359.5034952,48150957.3694188,52073358.0714737,99326193.2664324,61481350.3068331,72376097.2585908,79195513.505921,80703175.1908909,73583717.1216874,54720507.4185057,866391337.585386
