,,,,,,,,,,,,,,,,
Сумма по полю Значения2,,,ММГГ,,,,,,,,,,,,,
Показатель,Пол,Возраст,9 2018,10 2018,11 2018,12 2018,1 2019,2 2019,3 2019,4 2019,5 2019,6 2019,7 2019,8 2019,9 2019,Total Result
,,60-69,4099649.34983308,4070353.55003883,4111090.98256118,7030735.84262709,3246674.49597061,3907226.90341892,3827025.07137284,4531579.97386491,4567449.43566877,4365241.13947278,4066417.78118124,5950492.74872433,3966934.67681253,57740871.9515471
,,От 70,1254998.7247686,412577.506392954,582578.010767512,907025.249538542,399532.882318467,388925.990606161,267916.878650158,510431.191763345,681895.809167543,718281.973380771,534095.407671208,911361.394820806,494342.270199695,8063963.29004576
,??? Result,,65900347.7334807,57066865.3362202,57599314.4917519,70859693.2498997,48718372.636557,47470773.1504511,44820044.1791911,52860473.4885248,50626396.1104507,55510171.9220331,54744968.8338791,58672381.3625297,53254973.8658217,718104776.360791
,,,,,,,,,,,,,,,,
,Totals,0-13,4211754.28779841,4512246.89304985,3713020.55478362,4485298.45523879,1507957.13425869,1110569.41541582,2483274.87126441,1720445.30561494,3467738.70150239,2645504.29678143,3085281.83266271,1573925.25152719,1623542.97601371,36140559.975912
,,14-21,233698860.896034,285571568.635342,311244829.874839,171577807.066208,127930084.696376,88334064.845885,113408941.109148,155891608.042473,176801686.426378,198797090.276818,213920809.002987,232742688.880916,275237927.877684,2585157967.63109
,,22-29,814140664.283318,1068847710.32021,1225410234.59536,712066528.802692,503361241.506203,386826453.088625,489432858.500762,642247205.600801,820718838.51795,935902507.666633,921571796.230266,937318134.392298,1139468701.88518,10597312875.3903
,,30-39,846227625.488148,1131580261.1957,1369022006.00465,867884301.194379,534226705.664293,474624130.83698,759489594.089349,931475923.863875,1112074950.34695,1087029898.29256,1055493272.26121,1096645846.31246,1081642790.23552,12347417305.7861
,,40-54,835821995.557445,1203885889.41495,1434692539.56622,974832643.464129,591108968.528779,538538610.428094,772530188.434838,976376865.994375,1089827263.08502,1160641916.4505,1055721509.52186,1069166020.55964,1181751729.13103,12884896140.1369
,,55-59,104821770.549186,126545413.897891,124970158.087986,118432543.698921,96358362.3198407,72555882.0530678,84051576.7397643,105129791.619636,114538226.895311,121145234.206146,138339644.012094,140605065.267181,140534093.414799,1488027762.76182
,,60-69,89185264.9822165,110625461.800631,123112376.380104,120995306.549183,87930700.1375766,69083325.0631287,64114396.6239182,62159696.1517432,69283763.5833448,92414165.3219896,98733056.3183298,85303594.8325941,78465459.6652519,1151406567.41001
,,Totals,2427145771028.61,2594678646932.44,2456838823742.87,2978259343999.35,1903202240164.78,2180887914251.36,2368858542427.88,2541240954018.74,2405470413478.69,2589245377421.29,2727277530474.01,2643663299821.15,2522947924265.27,32339716782026.4
,,От 70,44832443.9975402,45733232.475237,48335459.9532977,52701525.7147571,34320954.3302419,24092662.892531,11747583.0070205,13185667.6400359,16198683.5104961,15554967.6114218,16846056.7966041,15429185.3401156,15536549.7750667,354514973.044365
,Totals Result,,2430118711408.65,2598655948717.07,2461479324367.89,2981282319954.29,1905178985139.1,2182543079949.98,2371155800841.25,2544129141222.96,2408873324629.76,2592859508705.41,2730781241899.99,2647242084281.99,2526862185060.23,32381161656178.6
,,,,,,,,,,,,,,,,
,Жен,???,380579851.354513,448112442.109727,468993807.090856,662175932.356696,379798121.226704,465537435.902675,514862694.37622,526702252.768496,518544180.417398,578576803.615564,565141340.430566,521784670.068629,508779313.877412,6539588845.59546
,,0-13,33697519.1807221,32217636.3665356,29374933.4707134,31328918.8993335,22101177.6494068,23359512.1975213,24322143.6533047,22495316.8159192,21998947.5618545,37217878.0271066,30977167.3451085,32428906.282046,29152996.5287329,370673053.978305
,,0-14,747.507150326283,,,,,,,,,,191157.668605293,30220.1101604291,19133.4046670096,241258.690583058
,,14-21,27662648415.7968,28838848247.817,26966668391.7441,30991699229.1898,21561335478.6685,24364702138.2133,25992888376.8998,27399059779.198,25791418594.4599,28513378723.8937,29331536718.0278,29511937128.8905,29480271921.1013,356406393143.9
,,14-22,1139208414.70192,1223037805.71298,1085639747.74808,1252557761.79849,861411242.811526,953993085.156596,987023875.198642,1051087831.50062,941823653.644227,992024240.492191,1045521607.94235,1059893089.0063,1017109598.58513,13610331954.2991
,,22-29,112487503767.404,117812853956.014,109481349310.503,127855015335.869,85177506795.061,95269994253.5348,102802432093.747,109529460365.778,104296072752.02,112157979381.95,118129260241.395,113415678459.563,106724049399.897,1415139156112.74
,,22-30,8991472276.00073,9366779839.80692,8886520131.75271,10010422796.5958,6909749695.13309,7831375369.41614,8447500247.62944,8824901091.1556,8005665084.29767,8328285384.0198,8618184353.79281,8503288130.11689,8026306566.50028,110750450966.218
,,30-39,247674915773.155,262722226360.554,247002117004.375,297046507099.084,190817574552.808,218913070521.243,238747631876.468,258299776146.399,248057574270.195,269432313928.367,282635231877.48,270000442467.759,253906609229.636,3285255991107.52
,,30-40,19207853419.251,20396975192.2926,19682814242.5896,23134958709.7715,15457639966.6016,17884957668.9582,19151995013.4742,20716004787.1373,18880056197.0593,19782723940.3263,20865796967.6492,20639582702.3111,19701135193.9958,255502494001.418
,,40-54,306202385828.782,327079135930.626,309634364585.88,388608820828.137,236632508914.2,278160673534.655,300589952763.648,323211976444.855,309629205777.363,345236006998.853,358948851165.173,337983113774.63,316633566900.767,4138550563447.57
,,40-55,17302241146.6465,18651193704.33,17836244971.6749,21147632594.4332,14218545127.3781,16499074210.1438,17771078266.0979,18981859393.418,17571780414.9154,18626158717.7146,19838836488.91,19562893180.7443,19034384314.018,237041922530.424
,,55-59,118148324428.413,125631592000.672,118352905931.563,146004372594.201,89140508983.2253,104228700486.789,111928103964.273,119662258001.013,113335466044.516,123504923713.456,126045241006.502,119327126139.477,112430455875.787,1527739979169.89
,,55-60,3318805289.09265,3595412678.70224,3465210567.55583,4082501604.6545,2709982482.89437,3112552000.44036,3291949799.38363,3552934697.62785,3220682563.09176,3420952800.15132,3723908366.50269,3687414816.5792,3453834768.64954,44636142435.326
,,60-69,139445034362.212,150376287692.045,143752940045.182,181395052739.432,110768017676.933,133952272544.694,144165244263.679,155485575035.521,146045487065.815,157995689877.859,162553842491.508,155975597801.236,150444845907.583,1932355887503.7
,,60-70,2841452091.67746,3096735519.71173,3060210981.33301,3594534055.85599,2411327014.04315,2839106068.784,3033206724.0894,3215238317.87939,2927388463.15837,3053785682.805,3242892589.74687,3255064955.48902,3129981956.28396,39700924420.8573
,,От 70,45130761942.9527,49165348490.7648,47525230732.2781,58161095043.3144,39090788934.7395,46997812798.2679,50456504559.9429,54784607072.8018,50478057169.2231,54083770015.4068,56279489001.945,55276011852.2968,54450786977.9266,661880264591.86
,Жен Result,,1049966885274.13,1118436757497.53,1057230585384.74,1293978675243.59,816158796163.373,951497181628.397,1027904696662.56,1105263936533.87,1049721221177.74,1145743788086.94,1191854902542.02,1138752288294.56,1078971290054.54,14025481004544
,,,,,,,,,,,,,,,,
,Муж,???,448262340.432711,497254020.327017,493231461.509441,698696367.313332,444166869.707191,486660063.112993,563315564.585035,565505166.241313,553177882.784758,592176793.819935,633079217.090129,562726967.749438,546953732.792623,7085206447.46592
,,0-13,119959639.092812,118624470.88913,106916342.6649,118698306.513805,84340098.5949115,90055401.3162033,91220650.1004706,89685374.6838753,77975874.8898405,102104247.593223,96286977.9006881,81028569.4232986,83457738.0442657,1260353691.70742
,,0-14,232923.22804167,133365.474090082,114724.425662436,190813.585263059,159607.208142687,36592.072995579,81940.7165724132,53432.6839789262,101786.736892172,301000.271634146,348080.335838539,330209.984192006,277875.907779339,2362352.63108306
,,14-21,34687846169.4508,37579462879.3809,35807298916.7167,41885520804.9952,27795060323.1852,31709863464.4964,33984716189.0751,35961073275.0027,34054672319.7136,36827019224.5228,37878492637.9918,38757405955.8394,38622233745.6694,465550665906.04
,,14-22,1730700432.89907,1817395883.28493,1725511497.26023,1899568680.57809,1262032147.94728,1454591227.47413,1513533407.27736,1552418692.18844,1352822742.60835,1462194524.82298,1521409535.43847,1533897014.19801,1538589034.64536,20364664820.6227
,,22-29,167989401126.443,179056906700.993,167780293968.008,194918777986.576,130891318705.795,143178499493.324,154515709221.299,162806660299.474,156210019405.729,165400772975.574,175042389796.977,170728296103.468,165126483271.261,2133645529054.92
,,22-30,15844625625.8993,16801290218.2675,15902164754.8096,18226008396.2457,12299019732.3436,13774372340.788,14788063083.2069,15346795365.5474,13872388241.2928,14264712227.1972,14946373219.4499,14541980422.5617,13835254793.5226,194443048421.132
,,30-39,373450978526.338,400447786053.656,378080586318.052,448509910495.071,293547185916.486,327455037743.15,358692654294.95,386205048579.175,369820312007.826,393810071258.966,421142239279.474,409961021157.607,395147704518.939,4956270536149.69
,,30-40,44143130380.9164,46790193822.7706,45074395184.3719,54196074288.6809,35387502946.9298,40298690568.8491,44016085413.0451,46849539102.7026,42278952962.1652,43954614400.7384,46908830392.9451,46142072699.6977,44559007278.6233,580599089442.436
,,40-54,406120668453.295,434594439672.601,411641364312.826,498363416549.095,317995067007.113,359089571089.203,391981086930.518,422520530571.679,400828918729.822,429351334142.505,459347005820.144,450310396822.186,430143356812.221,5412287156913.21
,,40-55,37096113275.8481,39737832249.646,37743867929.8072,45863137737.2921,30528450768.7125,34576662637.7507,37899320650.0106,40450643852.4284,36705597036.4713,38939794598.0328,41696951528.4766,41026770707.5935,40235373205.7268,502500516177.796
,,55-59,114576176050.992,121967726251.196,115877611831.96,143554142901.538,89658502248.1657,102790827619.362,112010274666.142,119043417823.26,111995791167.637,118621993021.1,125435262572.918,123520147199.7,116317660920.057,1515369534274.03
,,55-60,6173353416.66886,6647906487.28596,6338932876.01285,7742507979.83043,5167549138.23266,5861255764.33908,6307935422.19314,6603294198.44863,6094568587.71924,6393739984.76535,7102861123.12815,7028794524.10645,6733262640.47754,84195962143.2083
,,60-69,136798660244.613,147436894738.519,140987152498.629,177635116923.357,109944497426.75,130490583124.537,142541211397.226,152256908701.696,139889415750.353,148602501228.409,156015669283.374,154149881728.007,145832055186.894,1882580548232.36
,,60-70,4300785856.23578,4645093533.40821,4459992248.98947,5425694867.04235,3648379255.77773,4166520091.3538,4484126677.54141,4780776237.18545,4387964906.48969,4699165742.72368,4952334970.76648,4906372356.19533,4844142847.75973,59701349591.4691
,,От 70,30659150564.3516,34068580437.243,32890703552.5803,42149370009.8472,26364748461.506,32264868930.0544,35222431799.8757,38003619134.766,34172975351.5369,36809452507.265,39144637100.7692,38022432246.0796,36443304839.3582,456216274935.233
,Муж Result,,1374140045026.71,1472207520784.94,1394910138418.62,1681186833107.56,1085017980654.45,1227688096151.18,1338611767307.76,1433035969807.16,1352295654753.78,1439831947878.31,1531864171537.18,1501273554684.4,1440009118441.9,18272072798554
,,,,,,,,,,,,,,,,
2.1.3.1 Дебетовые карты. Объем транзакций cash Result,,,4854291542057.22,5189357293864.87,4913677647485.75,5956518687998.7,3806404480329.56,4361775828502.71,4737717084855.76,5082481908037.47,4810940826957.39,5178490754842.58,5454555060948.02,5287326599642.31,5045895848530.53,64679433564052.9
,,,,,,,,,,,,,,,,
2.1.3.2 Дебетовые карты. Объем транзакций pos,???,???,997905.809830283,1018534.47655447,1009223.91763496,1692476.90123105,1243919.03280064,1287935.39399538,1354311.02758179,1369806.61709522,1264335.08419126,1194204.01270866,1281133.03793052,1339086.79154986,174844.726167294,15227716.8292714
,,0-13,98243.7136063719,102947.710630259,135495.726450885,137213.022494644,20584.6078307002,7457.81576039977,121921.977248237,22571.6209643217,39826.6600841029,17897.0954337948,45736.4190540232,98292.4119315452,130050.516857851,978239.298347134
,,14-21,931201.002976792,1121882.68290411,1191934.00802199,1457851.74816925,677111.189419287,1135705.78244331,1116951.30712444,1308044.24882087,1163628.24341811,971469.362911669,1308164.98277451,899706.518282759,1375614.27129993,14659265.348567
,,22-29,4195226.79079956,3945502.86712713,4405092.35061336,5157163.34502623,3330116.11731154,3043835.21420585,3652728.26322314,3819291.06168249,3194092.20709748,3336235.50593404,4724656.98272361,3932071.42344603,3684307.5453255,50420319.674516
,,30-39,8327905.68026271,10095990.4800054,8194664.88123322,8805572.76076278,7137741.70971682,7687247.69778186,8397432.11952445,7485296.57796258,8469475.94498107,10258093.4981937,10767595.2877757,12537783.263824,10193111.779545,118357911.681569
,,40-54,7623171.27334162,8477226.47109453,8799337.72670825,10357704.3387823,7915297.9112276,6282068.03300704,6061840.33953776,8616605.78046886,7848566.59432077,7133706.82266245,8399706.12736583,9117418.15818757,9049882.81489675,105682532.391601
,,55-59,1896262.68522432,1481151.88372996,1213404.64500343,1462924.48164674,1351016.04196146,1126333.97616545,1599064.44997829,1640712.60112976,1954984.32949968,1959574.95534807,1960159.8865839,1560431.1987647,1442469.73443371,20648490.8694695
,,60-69,1438593.66365504,1884550.31735964,1910401.40334606,2080554.71813791,1675136.97101424,1442423.30567755,1583444.34119971,1496130.57010784,1480768.71155281,2232673.17720345,1731995.1123936,1722971.30550558,2668274.23425107,23347917.8314045
,,От 70,118537.78523058,144192.841136013,150617.334163565,209575.576701041,154128.709111116,108318.332251277,126553.222652097,134656.21508658,217458.29139057,144630.696161168,207574.394975678,233346.423293397,177265.489706501,2126855.31185958
,??? Result,,25627048.4049273,28271979.7305415,27010171.9931757,31361036.8929519,23505052.2903934,22121325.5512881,24014247.0480699,25893115.2933185,25633136.0665359,27248485.126557,30426722.2315773,31441107.4947854,28895821.1124837,351449249.236606
,,,,,,,,,,,,,,,,
,Totals,0-13,411581.922012554,432255.115833854,195840.212554458,329771.635394983,389095.894836695,421580.200347906,421952.25676256,463640.33560051,278461.718489502,432384.301031227,375161.250443183,240062.658507588,227827.336571519,4619614.83838654
,,14-21,150055857.613668,239136995.107531,312164996.645844,145223944.404737,113618977.194454,91707640.2783711,119156799.973876,156284723.043121,197296495.409618,228112538.753037,206414782.013539,211534200.82881,300622120.182383,2471330071.44899
,,22-29,409885554.700846,551695598.814627,663536140.278701,365043960.764766,327981975.624444,234883983.778039,308585755.091689,434253747.500304,540318714.67125,633007993.988668,648815457.341841,641776558.859868,746358435.20394,6506143876.61898
,,30-39,302120938.201684,318704736.0385,342950088.413393,256192338.782131,224303513.348252,161429094.50247,202309097.834437,273962126.361279,372117592.50196,396966559.614094,402994625.399658,400708561.31389,376504680.602615,4031263952.91436
,,40-54,214107309.946831,262369463.480593,279016317.074698,254777458.247408,209845174.448713,167073812.565377,194461708.569651,247389725.92416,286842723.36726,369504279.444604,353395668.028817,323519788.393711,304057146.209452,3466360575.70128
,,55-59,33084280.7597517,45548519.0733314,42268518.901868,38790526.0148366,30945661.99932,22366526.9883544,26658626.3838918,30507592.7423079,37968986.6078786,49318475.1344509,46348947.8783571,48060288.3204815,45821853.4650414,497688804.269871
